year,player_id,player_name,team,base_price_lakh,final_price_lakh,role,nationality,status,acquisition_type,source
2018,P0636,Ravichandran Ashwin,PBKS,,760.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0177,Chris Woakes,RCB,,740.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0223,Dinesh Karthik,KKR,,740.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2018,P0063,Andrew Tye,PBKS,,720.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0334,Jofra Archer,RR,,720.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0637,Ravindra Jadeja,CSK,,700.0,,,RETAINED,retained,retained_espncricinfo
2018,P0697,Sarfraz Khan,RCB,,700.0,,,RETAINED,retained,retained_espncricinfo
2018,P0317,Jasprit Bumrah,MI,,700.0,,,RETAINED,retained,retained_espncricinfo
2018,P0747,Shreyas Iyer,DC,,700.0,,,RETAINED,retained,retained_espncricinfo
2018,P0235,Dwayne Bravo,CSK,,640.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0652,Robin Uthappa,KKR,,640.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0003,Aaron Finch,PBKS,,620.0,Batsman,Overseas,SOLD,auction,kaggle_main
2018,P0291,Ishan Kishan,MI,,620.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2018,P0380,Krishnappa Gowtham,RR,,620.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0442,Marcus Stoinis,PBKS,,620.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0879,Yuzvendra Singh Chahal,RCB,,600.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0385,Kuldeep Yadav,KKR,,580.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0366,Karun Nair,PBKS,,560.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0375,Kieron Pollard,MI,,540.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0552,Pat Cummins,MI,,540.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0735,Shikhar Dhawan,SRH,,520.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0864,Wriddhiman Saha,SRH,,500.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2018,P0341,Jos Buttler,RR,,440.0,Wicket-Keeper,Overseas,SOLD,auction,kaggle_main
2018,P0355,Kagiso Rabada,DC,,420.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0561,Piyush Chawla,KKR,,420.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0815,Umesh Yadav,RCB,,420.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0031,Ajinkya Rahane,RR,,400.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0059,Amit Mishra,DC,,400.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0193,Darcy Short,RR,,400.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0493,Mujeeb Zadran,PBKS,,400.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0725,Shane Watson,CSK,,400.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0241,Evin Lewis,MI,,380.0,Batsman,Overseas,SOLD,auction,kaggle_main
2018,P0756,Siddarth Kaul,SRH,,380.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0153,Brendon McCullum,RCB,,360.0,Batsman,Overseas,SOLD,auction,kaggle_main
2018,P0208,Deepak Hooda,SRH,,360.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0533,Nitish Rana,KKR,,340.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0604,Rahul Tripathi,RR,,340.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0357,Kamlesh Nagarkoti,KKR,,320.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0715,Shahbaz Nadeem,DC,,320.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0779,Suryakumar Yadav,MI,,320.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0837,Vijay Shankar,DC,,320.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0856,Washington Sundar,RCB,,320.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0075,Ankit Singh Rajpoot,PBKS,,300.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0201,David Miller,PBKS,,300.0,Batsman,Overseas,SOLD,auction,kaggle_main
2018,P0359,Kane Williamson,SRH,,300.0,Batsman,Overseas,SOLD,auction,kaggle_main
2018,P0478,Mohammed Shami,DC,,300.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0520,Navdeep Saini,RCB,,300.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0610,Rahul Tewatia,DC,,300.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0689,Sandeep Sharma,SRH,,300.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0740,Shivam Mavi,KKR,,300.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0788,Syed Khaleel Ahmed,SRH,,300.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0251,Gautam Gambhir,DC,,280.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0595,Quinton De Kock,RCB,,280.0,Wicket-Keeper,Overseas,SOLD,auction,kaggle_main
2018,P0479,Mohammed Siraj,RCB,,260.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0727,Shardul Thakur,CSK,,260.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0485,Mohit Sharma,PBKS,,240.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0057,Ambati Rayudu,CSK,,220.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2018,P0126,Barinder Singh Sran,PBKS,,220.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0129,Ben Cutting,MI,,220.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0181,Colin De Grandhomme,RCB,,220.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0413,M Ashwin,RCB,,220.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0504,Mustafizur Rahman,MI,,220.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0515,Nathan Coulter-Nile,RCB,,220.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0809,Trent Boult,DC,,220.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0163,Carlos Brathwaite,SRH,,200.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0172,Christopher Gayle,PBKS,,200.0,Batsman,Overseas,SOLD,auction,kaggle_main
2018,P0270,Harbhajan Singh,CSK,,200.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0465,Mitchell Johnson,KKR,,200.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0500,Murali Vijay,CSK,,200.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0720,Shakib Al Hasan,SRH,,200.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0878,Yuvraj Singh,PBKS,,200.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0183,Colin Munro,DC,,190.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0606,Rahul Chahar,MI,,190.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0876,Yusuf Pathan,SRH,,190.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0755,Shubman Gill,KKR,,180.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0471,Moeen Ali,RCB,,170.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0549,Parthiv Patel,RCB,,170.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2018,P0243,Faf Du Plessis,CSK,,160.0,Batsman,Overseas,SOLD,auction,kaggle_main
2018,P0189,Daniel Christian,DC,,150.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0314,Jason Behrendorff,MI,,150.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0316,Jason Roy,DC,,150.0,Batsman,Overseas,SOLD,auction,kaggle_main
2018,P0445,Mark Wood,CSK,,150.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0563,Pradeep Sangwan,MI,,150.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0132,Ben Dwarshuis,PBKS,,140.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0426,Mandeep Singh,RCB,,140.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0511,Naman Ojha,DC,,140.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2018,P0587,Prithvi Shaw,DC,,120.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0424,Manan Vohra,RCB,,110.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0047,Akshdeep Nath,PBKS,,100.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0174,Chris Jordan,SRH,,100.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0287,Imran Tahir,CSK,,100.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0324,Jean-Paul Duminy,MI,,100.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0434,Manoj Tiwary,PBKS,,100.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0454,Mayank Agarwal,PBKS,,100.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0477,Mohammed Nabi,SRH,,100.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0556,Pawan Negi,RCB,,100.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0625,Ranganath Vinay Kumar,KKR,,100.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0680,Sam Billings,CSK,,100.0,Wicket-Keeper,Overseas,SOLD,auction,kaggle_main
2018,P0744,Shreevats Goswami,SRH,,100.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2018,P0803,Tim Southee,RCB,,100.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0127,Basil Thampi,SRH,,95.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0386,Kulwant Khejroliya,RCB,,85.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0207,Deepak Chahar,CSK,,80.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0634,Rinku Singh,KKR,,80.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0705,Saurabh Tiwary,MI,,80.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0216,Dhawal Kulkarni,RR,,75.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0265,Gurkeerat Singh Mann,DC,,75.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0112,Avesh Khan,DC,,70.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0881,Zahir Khan Pakteen,RR,,60.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0017,Abhishek Sharma,DC,,55.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0792,Tajinder Dhillon,MI,,55.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0042,Akila Dhananjaya,MI,,50.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0134,Ben Laughlin,RR,,50.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0145,Billy Stanlake,SRH,,50.0,Batsman,Overseas,SOLD,auction,kaggle_main
2018,P0233,Dushmantha Chameera,RR,,50.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0321,Jayant Yadav,DC,,50.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0411,Lungisani Ngidi,CSK,,50.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0468,Mitchell Santner,CSK,,50.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0768,Stuart Binny,RR,,50.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0105,Asif K M,CSK,,40.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0790,T Natarajan,SRH,,40.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0067,Aniket Choudhary,RCB,,30.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0078,Anureet Singh,RR,,30.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0093,Aryaman Vikram Birla,RR,,30.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0160,Cameron Delport,KKR,,30.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2018,P0320,Javon Searless,KKR,,30.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0025,Aditya Tare,MI,,20.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2018,P0071,Anirudha Ashok Joshi,RCB,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0074,Ankit Sharma,RR,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0084,Anukul Roy,MI,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0085,Apoorv Vijay Wankhade,KKR,,20.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0147,Bipul Sharma,SRH,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0164,Chaitanya Bishnoi,CSK,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0218,Dhruv Shorey,CSK,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0278,Harshal Patel,DC,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0293,Ishank Jaggi,KKR,,20.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0319,Jatin Saxena,RR,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0361,Kanishk Seth,CSK,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0383,Kshitiz Sharma,CSK,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0422,Mahipal Lomror,RR,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0432,Manjot Kalra,DC,,20.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0439,Manzoor Dar,PBKS,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0455,Mayank Dagar,PBKS,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0456,Mayank Markande,MI,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0461,Midhun S,RR,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0486,Mohsin Khan,MI,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0489,Monu Singh,CSK,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0507,N Jagadeesan,CSK,,20.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2018,P0525,Nidheesh M D Dinesan,MI,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0548,Pardeep Sahu,PBKS,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0555,Pavan Deshpande,RCB,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0570,Prashant Chopra,RR,,20.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2018,P0642,Ricky Bhui,SRH,,20.0,Batsman,Overseas,SOLD,auction,kaggle_main
2018,P0666,Sachin Baby,SRH,,20.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0688,Sandeep Lamichhane,DC,,20.0,Bowler,Overseas,SOLD,auction,kaggle_main
2018,P0707,Sayan Ghosh,DC,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2018,P0726,Sharad Lumba,MI,,20.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0745,Shreyas Gopal,RR,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2018,P0757,Siddhesh Dinesh Lad,MI,,20.0,Batsman,Indian,SOLD,auction,kaggle_main
2018,P0789,Syed Mehdi Hasan,SRH,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0323,Jaydev Unadkat,RR,,840.0,Bowler,Indian,SOLD,auction,kaggle_main
2019,P0827,Varun Chakaravarthy,PBKS,,840.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0681,Sam Curran,PBKS,,720.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2019,P0182,Colin Ingram,DC,,640.0,Batsman,Overseas,SOLD,auction,kaggle_main
2019,P0043,Axar Rajesh Patel,DC,,500.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0163,Carlos Brathwaite,KKR,,500.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2019,P0485,Mohit Sharma,CSK,,500.0,Bowler,Indian,SOLD,auction,kaggle_main
2019,P0739,Shivam Dube,RCB,,500.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0478,Mohammed Shami,PBKS,,480.0,Bowler,Indian,SOLD,auction,kaggle_main
2019,P0562,Prabhsimran Singh,PBKS,,480.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2019,P0524,Nicolas Pooran,PBKS,,420.0,Wicket-Keeper,Overseas,SOLD,auction,kaggle_main
2019,P0736,Shimron Hetmyer,RCB,,420.0,Batsman,Overseas,SOLD,auction,kaggle_main
2019,P0047,Akshdeep Nath,RCB,,360.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0126,Barinder Singh Sran,MI,,340.0,Bowler,Indian,SOLD,auction,kaggle_main
2019,P0826,Varun Aaron,RR,,240.0,Bowler,Indian,SOLD,auction,kaggle_main
2019,P0339,Jonny Bairstow,SRH,,220.0,Wicket-Keeper,Overseas,SOLD,auction,kaggle_main
2019,P0269,Hanuma Vihari,DC,,200.0,Batsman,Indian,SOLD,auction,kaggle_main
2019,P0402,Lasith Malinga,MI,,200.0,Bowler,Overseas,SOLD,auction,kaggle_main
2019,P0734,Sherfane Rutherford,DC,,200.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2019,P0407,Lockie Ferguson,KKR,,160.0,Bowler,Overseas,SOLD,auction,kaggle_main
2019,P0578,Prayas Ray Barman,RCB,,150.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0864,Wriddhiman Saha,SRH,,120.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2019,P0294,Ishant Sharma,DC,,110.0,Bowler,Indian,SOLD,auction,kaggle_main
2019,P0541,Oshane Thomas,RR,,110.0,Bowler,Overseas,SOLD,auction,kaggle_main
2019,P0331,Joe Denly,KKR,,100.0,Batsman,Overseas,SOLD,auction,kaggle_main
2019,P0446,Martin Guptill,SRH,,100.0,Batsman,Overseas,SOLD,auction,kaggle_main
2019,P0487,Moises Henriques,PBKS,,100.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2019,P0878,Yuvraj Singh,MI,,100.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0078,Anmolpreet Singh,MI,,80.0,Batsman,Indian,SOLD,auction,kaggle_main
2019,P0272,Hardus Viljoen,PBKS,,75.0,Bowler,Overseas,SOLD,auction,kaggle_main
2019,P0276,Harry Gurney,KKR,,75.0,Bowler,Overseas,SOLD,auction,kaggle_main
2019,P0284,Himmat Singh,RCB,,65.0,Batsman,Indian,SOLD,auction,kaggle_main
2019,P0101,Ashton Turner,RR,,50.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0265,Gurkeerat Singh Mann,RCB,,50.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0281,Heinrich Klaasen,RCB,,50.0,Wicket-Keeper,Overseas,SOLD,auction,kaggle_main
2019,P0370,Keemo Paul,DC,,50.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2019,P0404,Liam Livingstone,RR,,50.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2019,P0197,Darshan Nalkande,PBKS,,30.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0728,Shashank Singh,RR,,30.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0698,Sarfaraz Naushad Khan,PBKS,,25.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0026,Agnivesh Ayachi,PBKS,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0076,Ankush Bains,DC,,20.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2019,P0079,Anrich Nortje,KKR,,20.0,Bowler,Overseas,SOLD,auction,kaggle_main
2019,P0091,Arshdeep Singh,PBKS,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2019,P0124,Bandaru Ayyappa,DC,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2019,P0212,Devdutt Padikkal,RCB,,20.0,Batsman,Indian,SOLD,auction,kaggle_main
2019,P0274,Harpreet Brar,PBKS,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0306,Jalaj Saxena,DC,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0413,M Ashwin,PBKS,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2019,P0424,Manan Vohra,RR,,20.0,Batsman,Indian,SOLD,auction,kaggle_main
2019,P0462,Milind Kumar,RCB,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0518,Nathu Singh,DC,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2019,P0528,Nikhil Shankar Naik,KKR,,20.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2019,P0544,Pankaj Jaswal,MI,,20.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2019,P0586,Prithvi Raj Yarra,KKR,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2019,P0627,Rasikh Dar,MI,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2019,P0650,Riyan Parag,RR,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0660,Ruturaj Gaikwad,CSK,,20.0,Batsman,Indian,SOLD,auction,kaggle_main
2019,P0748,Shrikant Mundhe,KKR,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2019,P0752,Shubham Ranjane,RR,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2020,P0552,Pat Cummins,KKR,,1550.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2020,P0257,Glenn Maxwell,PBKS,,1075.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2020,P0176,Christopher Morris,RCB,,1000.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2020,P0731,Sheldon Cottrell,PBKS,,850.0,Bowler,Overseas,SOLD,auction,kaggle_main
2020,P0515,Nathan Coulter-Nile,MI,,800.0,Bowler,Overseas,SOLD,auction,kaggle_main
2020,P0736,Shimron Hetmyer,DC,,775.0,Batsman,Overseas,SOLD,auction,kaggle_main
2020,P0561,Piyush Chawla,CSK,,675.0,Bowler,Indian,SOLD,auction,kaggle_main
2020,P0681,Sam Curran,CSK,,550.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2020,P0239,Eoin Morgan,KKR,,525.0,Batsman,Overseas,SOLD,auction,kaggle_main
2020,P0442,Marcus Stoinis,DC,,480.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2020,P0003,Aaron Finch,RCB,,440.0,Batsman,Overseas,SOLD,auction,kaggle_main
2020,P0358,Kane Richardson,RCB,,400.0,Bowler,Overseas,SOLD,auction,kaggle_main
2020,P0827,Varun Chakaravarthy,KKR,,400.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2020,P0174,Chris Jordan,PBKS,,300.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2020,P0323,Jaydev Unadkat,RR,,300.0,Bowler,Indian,SOLD,auction,kaggle_main
2020,P0652,Robin Uthappa,RR,,300.0,Batsman,Indian,SOLD,auction,kaggle_main
2020,P0049,Alex Carey,DC,,240.0,Wicket-Keeper,Overseas,SOLD,auction,kaggle_main
2020,P0871,Yashasvi Jaiswal,RR,,240.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2020,P0175,Chris Lynn,MI,,200.0,Batsman,Overseas,SOLD,auction,kaggle_main
2020,P0188,Dale Steyn,RCB,,200.0,Bowler,Overseas,SOLD,auction,kaggle_main
2020,P0342,Josh Hazlewood,CSK,,200.0,Bowler,Overseas,SOLD,auction,kaggle_main
2020,P0466,Mitchell Marsh,SRH,,200.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2020,P0630,Ravi Bishnoi,PBKS,,200.0,Bowler,Indian,SOLD,auction,kaggle_main
2020,P0588,Priyam Garg,SRH,,190.0,Batsman,Indian,SOLD,auction,kaggle_main
2020,P0845,Virat Singh,SRH,,190.0,Batsman,Indian,SOLD,auction,kaggle_main
2020,P0177,Chris Woakes,DC,,150.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2020,P0316,Jason Roy,DC,,150.0,Batsman,Overseas,SOLD,auction,kaggle_main
2020,P0365,Kartik Tyagi,RR,,130.0,Bowler,Indian,SOLD,auction,kaggle_main
2020,P0063,Andrew Tye,RR,,100.0,Bowler,Overseas,SOLD,auction,kaggle_main
2020,P0805,Tom Banton,KKR,,100.0,Batsman,Overseas,SOLD,auction,kaggle_main
2020,P0806,Tom Curran,RR,,100.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2020,P0083,Anuj Rawat,RR,,80.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2020,P0201,David Miller,RR,,75.0,Batsman,Overseas,SOLD,auction,kaggle_main
2020,P0604,Rahul Tripathi,KKR,,60.0,Batsman,Indian,SOLD,auction,kaggle_main
2020,P0562,Prabhsimran Singh,PBKS,,55.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2020,P0208,Deepak Hooda,PBKS,,50.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2020,P0242,Fabian Allen,SRH,,50.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2020,P0296,Isuru Udana,RCB,,50.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2020,P0309,James Neesham,PBKS,,50.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2020,P0485,Mohit Sharma,DC,,50.0,Bowler,Indian,SOLD,auction,kaggle_main
2020,P0541,Oshane Thomas,RR,,50.0,Bowler,Overseas,SOLD,auction,kaggle_main
2020,P0705,Saurabh Tiwary,MI,,50.0,Batsman,Indian,SOLD,auction,kaggle_main
2020,P0006,Abdul Samad,SRH,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2020,P0036,Akash Singh,RR,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2020,P0071,Anirudha Ashok Joshi,RR,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2020,P0173,Chris Green,KKR,,20.0,All-Rounder,Overseas,SOLD,auction,kaggle_main
2020,P0220,Digvijay Deshmukh,MI,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2020,P0345,Joshua Philippe,RCB,,20.0,Wicket-Keeper,Overseas,SOLD,auction,kaggle_main
2020,P0400,Lalit Yadav,DC,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2020,P0416,M Siddharth,KKR,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2020,P0486,Mohsin Khan,MI,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
2020,P0528,Nikhil Shankar Naik,KKR,,20.0,Wicket-Keeper,Indian,SOLD,auction,kaggle_main
2020,P0555,Pavan Deshpande,RCB,,20.0,All-Rounder,Indian,SOLD,auction,kaggle_main
2020,P0577,Pravin Tambe,KKR,,20.0,Bowler,Indian,SOLD,auction,kaggle_main
