Set No.,2023 Set,First Name,Surname,Country,Association,DOB,Age,Specialism,Batting_Style,Bowling_Style,Test caps,ODI caps,T20 caps,IPL,Previous IPLTeam(s),2022 Team,2022 IPL,C/U/A,Reserve_Price,TEAM,Auction_Price
34,UFA4,Mohit,Avasthi,India,MCA,18/11/1992,30,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
34,UFA4,Ottneil,Baartman,South Africa,F,18/03/1993,30,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
34,UFA4,Gurnoor Singh,Brar,India,PCA,25/05/2000,22,BOWLER,LHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
34,UFA4,Shahrukh,Dar,India,JKCA,12/06/1993,29,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
34,UFA4,Thomas,Helm,England,F,07/05/1994,28,BOWLER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,40,UnSold,0.0
34,UFA4,Pankaj,Jaswal,India,HPCA,20/09/1995,27,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,0,MI,Do No Play,0,Uncapped,20,UnSold,0.0
34,UFA4,Venkatesh,Muralidhara,India,KSCA,12/05/2000,22,BOWLER,LHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
34,UFA4,Geet,Puri,India,CAB,06/11/1994,28,BOWLER,RHB,LEFT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
34,UFA4,E.,Sanketh,India,HYCA,08/10/1999,23,BOWLER,LHB,LEFT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
34,UFA4,Ajay,Sarkar,India,TCA,10/03/1997,26,BOWLER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
34,UFA4,Ashok,Sharma,India,RCA,17/06/2002,20,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
34,UFA4,Kanwar,Singh,India,HPCA,16/06/1991,31,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
35,AL5,Fabian,Allen,West Indies,F,07/05/1995,27,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,0,20,34,5,"SRH, PBKS, MI",MI,1,Capped,50,UnSold,0.0
35,AL5,Carlos,Brathwaite,West Indies,F,18/07/1988,34,ALL-ROUNDER,RHB,RIGHT ARM Fast,3,44,41,16,"DD, SRH, KKR",Do No Play,0,Capped,75,UnSold,0.0
35,AL5,Roston,Chase,West Indies,F,22/03/1992,31,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,43,33,6,0,Do No Play,Do No Play,0,Capped,100,UnSold,0.0
35,AL5,Rahkeem,Cornwall,West Indies,F,01/02/1993,30,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,9,0,0,0,Do No Play,Do No Play,0,Capped,100,UnSold,0.0
35,AL5,Karim,Janat,Afghanistan,F,11/08/1998,24,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,1,41,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
35,AL5,Keshav,Maharaj,South Africa,F,07/02/1990,33,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,45,26,25,0,Do No Play,Do No Play,0,Capped,50,UnSold,0.0
35,AL5,Pawan,Negi,India,DDCA,06/01/1993,30,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,1,50,"CSK, RCB, DD, KKR",Do No Play,0,Capped,50,UnSold,0.0
35,AL5,Keemo,Paul,West Indies,F,21/02/1998,25,ALL-ROUNDER,RHB,RIGHT ARM Fast,3,23,23,8,DC,Do No Play,0,Capped,50,UnSold,0.0
36,UAL5,Shivam,Chaudhary,India,RSPB,04/08/1997,25,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
36,UAL5,Ashwin,Das,India,MPCA,16/12/1995,27,ALL-ROUNDER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
36,UAL5,James,Fuller,England,F,24/01/1990,33,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,40,UnSold,0.0
36,UAL5,Chirag,Jani,India,SCA,09/11/1989,33,ALL-ROUNDER,RHB,RIGHT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
36,UAL5,Akshay,Karnewar,India,VCA,12/10/1992,30,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
36,UAL5,Bhagmender,Lather,India,UTCA,18/06/1997,25,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
36,UAL5,Lone,Muzaffar,India,JKCA,05/09/1997,25,ALL-ROUNDER,RHB,RIGHT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
36,UAL5,Pulkit,Narang,India,SSCB,18/06/1994,28,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
36,UAL5,Rohit,Rayudu,India,HYCA,29/07/1994,28,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
36,UAL5,Sameer,Rizvi,India,UPCA,06/12/2003,19,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
36,UAL5,Tunish,Sawkar,India,GCA,25/09/1998,24,ALL-ROUNDER,RHB,RIGHT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
36,UAL5,Sonu,Yadav,India,TNCA,11/11/1999,23,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,RCB,20.0
37,UFA5,Auqib,Dar,India,JKCA,04/11/1996,26,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
37,UFA5,Mukhtar,Hussain,India,ASCA,11/01/1999,24,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
37,UFA5,Kulwant,Khejroliya,India,DDCA,13/03/1992,31,BOWLER,LHB,LEFT ARM Fast,0,0,0,5,"MI, RCB",Do No Play,0,Uncapped,20,KKR,20.0
37,UFA5,Ashwani,Kumar,India,PCA,29/08/2001,21,BOWLER,LHB,LEFT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
37,UFA5,Hemant,Kumar,India,RCA,28/10/1995,27,BOWLER,LHB,LEFT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
37,UFA5,Nathan,McAndrew,Australia,F,14/07/1993,29,BOWLER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
37,UFA5,Rajesh,Mohanty,India,OCA,20/05/2000,22,BOWLER,LHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
37,UFA5,Ravi,Sharma,India,RCA,14/10/1996,26,BOWLER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
37,UFA5,Vikash,Singh,India,JSCA,28/06/1994,28,BOWLER,LHB,LEFT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
37,UFA5,Ruben,Trumpelmann,Namibia,F,01/02/1998,25,BOWLER,RHB,LEFT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Associate,20,UnSold,0.0
37,UFA5,Koushik,Vasuki,India,KSCA,19/09/1992,30,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
37,UFA5,Vasu,Vats,India,UPCA,08/09/2002,20,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
38,UAL6,Shubham,Agrawal,India,CSCSCA,21/11/1993,29,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
38,UAL6,Baba,Aparajith,India,TNCA,08/07/1994,28,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,RPSG,Do No Play,0,Uncapped,20,UnSold,0.0
38,UAL6,Anshul,Kamboj,India,HCA,06/12/2000,22,ALL-ROUNDER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
38,UAL6,Azim,Kazi,India,MACA,14/10/1993,29,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
38,UAL6,Dev,Lakra,India,DDCA,27/01/2003,20,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
38,UAL6,Ajay,Mandal,India,CSCSCA,25/02/1996,27,ALL-ROUNDER,LHB,LEFT ARM Slow Unorthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,CSK,20.0
38,UAL6,Abdul,P A,India,KCA,09/10/1998,24,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
38,UAL6,Jitender,Pal,India,HCA,20/12/1999,23,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
38,UAL6,Ritwik,Roy Chowdhury,India,CAB,20/11/1995,27,ALL-ROUNDER,RHB,RIGHT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
38,UAL6,Utkarsh,Singh,India,JSCA,07/05/1998,24,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,0,0,0,0,PBKS,Do No Play,0,Uncapped,20,UnSold,0.0
38,UAL6,Shubham,Singh,India,CSCSCA,05/01/1997,26,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
38,UAL6,Avneesh,Sudha,India,CAU,20/11/2001,21,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
39,UFA6,Asad Jamil,Ahmed,India,JKCA,31/08/1999,23,BOWLER,RHB,RIGHT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
39,UFA6,Bandaru,Ayyappa,India,ACA,27/10/1992,30,BOWLER,RHB,RIGHT ARM Medium,0,0,0,0,DC,Do No Play,0,Uncapped,20,UnSold,0.0
39,UFA6,Aashish,Bhatt,India,JKCA,14/08/2003,19,BOWLER,RHB,RIGHT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
39,UFA6,McKenny,Clarke,West Indies,F,05/06/2003,19,BOWLER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
39,UFA6,Shubham,Kapse,India,VCA,22/07/1994,28,BOWLER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
39,UFA6,Gourav,Koul,India,JKCA,16/04/1998,24,BOWLER,RHB,LEFT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
39,UFA6,Raunak,Kumar,India,JSCA,19/12/2002,20,BOWLER,RHB,LEFT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
39,UFA6,Trilok,Nag,India,TNCA,28/05/2000,22,BOWLER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
39,UFA6,Atal Bihari,Rai,India,UPCA,05/08/1999,23,BOWLER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
39,UFA6,Ramon,Simmonds,West Indies,F,16/10/2001,21,BOWLER,LHB,LEFT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
39,UFA6,Rajeev,Singh,India,JKCA,16/06/1995,27,BOWLER,RHB,RIGHT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
39,UFA6,Mohd.,Wasim,India,JKCA,06/05/1999,23,BOWLER,RHB,RIGHT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
40,UAL7,Atharva,Ankolekar,India,MCA,26/09/2000,22,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
40,UAL7,Khizar,Dafedar,India,MCA,10/10/1997,25,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
40,UAL7,Naman,Dhir,India,PCA,31/12/1999,23,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
40,UAL7,Sahil,Dhiwan,India,RCA,03/07/1997,25,ALL-ROUNDER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
40,UAL7,Sampark,Gupta,India,JKCA,19/06/2001,21,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
40,UAL7,Jordan,Hermann,South Africa,F,04/12/2001,21,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
40,UAL7,Hayden,Kerr,Australia,F,10/07/1996,26,ALL-ROUNDER,RHB,LEFT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
40,UAL7,Salman,Khan,India,RCA,26/12/1998,24,ALL-ROUNDER,RHB,RIGHT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
40,UAL7,Sairaj,Patil,India,MCA,31/10/1996,26,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
40,UAL7,Divyaansh,Saxena,India,MCA,13/02/2001,22,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
40,UAL7,Purnank,Tyagi,India,UPCA,20/01/2001,22,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
40,UAL7,Prince,Yadav,India,UPCA,02/01/1998,25,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
41,UAL8,Deepraj,Gaonkar,India,GCA,04/04/1998,25,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
41,UAL8,Shubham,Garhwal,India,RCA,14/05/1995,27,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,RR,RR,0,Uncapped,20,UnSold,0.0
41,UAL8,Benny,Howell,England,F,05/10/1988,34,ALL-ROUNDER,RHB,RIGHT ARM Medium,0,0,0,0,PBKS,PBKS,0,Uncapped,40,UnSold,0.0
41,UAL8,Deepesh,Nailwal,India,CAU,04/11/1997,25,ALL-ROUNDER,LHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
41,UAL8,Arjun,Rapria,India,DDCA,16/01/2000,23,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
41,UAL8,Shashwat,Rawat,India,BCA,06/04/2001,22,ALL-ROUNDER,LHB,RIGHT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
41,UAL8,Sumit,Ruikar,India,CSCSCA,06/06/1990,32,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
41,UAL8,Shivam,Sharma,India,DDCA,09/09/1993,29,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,5,KXIP,Do No Play,0,Uncapped,20,UnSold,0.0
41,UAL8,Rajandeep,Singh,India,JSCA,05/09/2002,20,ALL-ROUNDER,RHB,RIGHT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
41,UAL8,Anunay,Singh,India,BICA,03/01/1993,30,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
41,UAL8,Digvesh,Singh,India,DDCA,15/12/1999,23,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
41,UAL8,Pranshu,Vijayran,India,DDCA,18/11/1995,27,ALL-ROUNDER,LHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
42,UAL9,Prerit,Dutta,India,PCA,22/09/1998,24,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
42,UAL9,Ramakrishna,Ghosh,India,MACA,28/08/1997,25,ALL-ROUNDER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
42,UAL9,Shubhang,Hegde,India,KSCA,30/03/2001,22,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
42,UAL9,Shamshuzama,Kazi,India,MACA,10/11/1994,28,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
42,UAL9,Ayaz,Khan,India,MCA,10/09/2002,20,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
42,UAL9,Amit,Pachhara,India,SSCB,08/09/1995,27,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
42,UAL9,Akul,Pandove,India,PCA,21/12/1997,25,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
42,UAL9,Mohit,Rathee,India,SSCB,13/01/1999,24,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,PBKS,20.0
42,UAL9,Garv,Sangwan,India,HCA,06/03/2004,19,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
42,UAL9,Shubham,Sharma,India,RCA,26/03/1997,26,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
42,UAL9,Nehal,Wadhera,India,PCA,04/09/2000,22,ALL-ROUNDER,LHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,MI,20.0
42,UAL9,Amit,Yadav,India,GCA,10/10/1989,33,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
43,UAL10,Amit,Ali,India,TCA,28/10/2002,20,ALL-ROUNDER,RHB,RIGHT ARM Leg Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
43,UAL10,Rishabh,Chauhan,India,MPCA,05/09/1999,23,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
43,UAL10,Matthew,Forde,West Indies,F,29/04/2002,20,ALL-ROUNDER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
43,UAL10,Sammar,Gajjar,India,SCA,14/08/2003,19,ALL-ROUNDER,LHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
43,UAL10,Rajneesh,Gurbani,India,VCA,28/01/1993,30,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
43,UAL10,Divyansh,Joshi,India,UPCA,24/09/2001,21,ALL-ROUNDER,RHB,RIGHT ARM Fast Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
43,UAL10,Dhruv,Patel,India,BCA,09/12/1997,25,ALL-ROUNDER,RHB,RIGHT ARM Medium,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
43,UAL10,Jack,Prestwidge,Australia,F,28/02/1996,27,ALL-ROUNDER,RHB,RIGHT ARM Fast,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
43,UAL10,Aditya,Sarvate,India,VCA,10/12/1989,33,ALL-ROUNDER,RHB,LEFT ARM Slow Orthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
43,UAL10,Sagar,Solanki,India,MPCA,01/01/2000,23,ALL-ROUNDER,LHB,LEFT ARM Slow Unorthodox,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
43,UAL10,Prenelan,Subrayen,South Africa,F,23/09/1993,29,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,Do No Play,Do No Play,0,Uncapped,20,UnSold,0.0
43,UAL10,Bhagath,Varma,India,HYCA,21/09/1998,24,ALL-ROUNDER,RHB,RIGHT ARM Off Spin,0,0,0,0,CSK,CSK,0,Uncapped,20,CSK,20.0
